,company,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page
3595,Anadarko Petroleum Corporation,136.0,"Denver, CO",4.5,"The Data Scientists will also work with the centralized Advanced Analytics & Emerging Technology organization, including the Data Science & Advanced Analytics...",Sr Data Scientist - DJ Basin,http://www.indeed.com/rc/clk?jk=00803c53969a1c0a&fccid=7057ab93f0d7d306,,,0,in the last day,1,1
3596,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,Highly-proficient and extensive experience with geospatial analysis and modeling techniquesFamiliarity with advanced quantitative methods and/or system...,Geospatial Data Scientist,http://www.indeed.com/rc/clk?jk=102e2942313d42e3&fccid=b4ae64835618776c,,,0,7-12 days ago,0,1
3597,"Arrow Electronics, Inc.",284.0,"Denver, CO",3.5,"Big Data Analytics Developer. We offer a variety of plans and coverage including health and welfare, retirement, paid time off, and voluntary benefits as well...",Big Data Scientist,http://www.indeed.com/rc/clk?jk=a98ac744e268125b&fccid=38ee0d4d719341c1,,,0,13-18 days ago,0,1
3598,Talent Navigation Experts,,"Denver, CO",,"Develop models using statistical analysis and data mining to detect exploit, botnet, browser and other trends (including collaboration with engineers creating...",#954 | SR Data Scientist,http://www.indeed.com/rc/clk?jk=02a60bc43ebb749b&fccid=23bf59b1e33e2d14,,,0,13-18 days ago,1,1
3599,Arrow Electronics,284.0,"Denver, CO",3.5,"Big Data Analytics Developer. We offer a variety of plans and coverage including health and welfare, retirement, paid time off, and voluntary benefits as well...",Big Data Scientist,http://www.indeed.com/rc/clk?jk=762e8ad204715881&fccid=38ee0d4d719341c1,,,0,13-18 days ago,0,1
3600,Aetna,1754.0,"Denver, CO",3.65,"Assist in the design of, and lead the execution of analytics to measure and demonstrate ROI of Clinical Trial projects and identify areas to improve the...",Statistical Analyst,http://www.indeed.com/rc/clk?jk=954a48f3db6ceb02&fccid=7077d7e88049c02a,,,0,1-6 days ago,1,1
3601,ICR Inc,,"Denver, CO",,"⦁ Research, design, and development of algorithms for data mining, regression, classification across broad and disparate data sets....",Data Scientist,http://www.indeed.com/cmp/ICR-Inc/jobs/Data-Scientist-82d27a79fbc7e563?r=1&fccid=7961edb2e63d59ac,,,0,more than 30 days ago,1,1
3602,Denver Public Schools,164.0,"Denver, CO",3.65,Clean data for analysis. Develop data collection procedures to assess the effectiveness of work streams that aren’t currently informed by data....,"SENIOR RESEARCH ANALYST, TEACHING AND LEARNING - 17167",http://www.indeed.com/cmp/Denver-Public-Schools/jobs/Senior-Research-Analyst-d7ece388a42653c3?r=1&fccid=edd6757e2758ac76,yearly,69673.0,0,13-18 days ago,1,1
3603,CoBank,12.0,"Denver, CO",3.55,"We also provide competitive compensation, health and wellness benefits, company-funded retirement plan, matching 401(k), and professional development programs....",Senior Quantitative Risk Analyst,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CvukkwfypbJSD5NcaCeSfLOEsLDrFCYznFSw5nnop1y6ZREdQg290JMLtmAJQkHhgLl1bGovjIuij0x_9m0CRNXYY93DZv4XmADZ2cvKUpGYvpCL523ss5abluAD0WDFeuQEh7zd8cYjScUChQ38Me1ow4G2simTxpVAOboOiwfuXxR2GsNCvek4JCGmj-NDRplTwTkG6i6nJ-_olCF3cMe2DyqQdpxThKAYEOQVA1csoqHTw4RlAIn2_dqyPvgzPuL0txBVYWMuwoa2bgdrifg9N4cgu1JPcDnOkc6pw0tqNp7dHP_CG77QkSHvchNx1P-L7A9tv28mwfgR2Yu6pLxD-oXJnwsfdM6Y4ig9FhYtSMfa6KOu2uYJP_W6U3pRr5v2aFXZLwzjA92vqykw09fRauDfd1vUC8TSAAiN-WTM2K0wPLyT3oawuGMI8ORi2Xe9vIvArdAv88hCXDwxG2_fuZUEXIp4chlcpS_z0clnb6tVg6Xkae5Y6rzfCg_jU=&p=4&sk=&fvj=0,,,1,more than 30 days ago,1,1
3604,Predictive Science,,"Denver, CO",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bcgobz-t7weSGYTjoRWMIqcV9t0akB45B3k8NFJVZb5kkFpxn8bhfjltbVDjvx0bn0noTLqpSBW77839Ubfh4eL2ZvByfFlPegJkfgxbap4qbKzQXknClXAKQmaD18uRE6WyuXyxO_e8fzaqQSa7Zp40tz3gPqi-OjjYHf9JBebwhEXjWhOLRbcZHhHhUpNSdoZL6zPzcP7TiAfDtKA8p3LOGFlaZfNbcttqOMf3iTADVMiQm4AX9LoPn91RUDWwxnAwu_LTUPF8nVxDOEEaQdrfQ3UMD3KiT4fFksyV0V1PZ-_ER1HexMlMOx5MRw83r5LhhykmgrV0jRUTgq7f1nzcf-Tz6J74psoo54VmvP4lbPvh9BLbKeCF1R6kW_BgvJIV3nokTMm34IKGTviSx6jO00fm-exdk=&p=5&sk=&fvj=0,,,1,7-12 days ago,0,1
3653,Oracle,1036.0,"Denver, CO",3.7,"Data Scientists galore. Competency with big-data tools—such as SQL, Python, R, SAS. As a Senior Data Scientist on the Retail Analytics team, you would combine...",Senior Data Scientist - Retail Analytics,http://www.indeed.com/rc/clk?jk=5dd2220530ef426d&fccid=cd22d01053af7669,,,0,more than 30 days ago,0,5
3654,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"Because of the expansion of grid integration activities, and the need for ever more data on solar energy resources, there is a need for a scientist with...",Solar Forecasting Postdoc,http://www.indeed.com/rc/clk?jk=cfedc825eb18b16f&fccid=b4ae64835618776c,,,0,13-18 days ago,0,5
3655,San Diego Generic Pharmaceuticals,,"Denver, CO",,"BS degree in a scientific discipline (chemistry preferred) MS, PhD a plus, with 3-10 years of minimum relevant experience....","Analytical Scientist, Method Dev (SAN DIEGO)",http://www.indeed.com/cmp/San-Diego-Generic-Pharmaceuticals/jobs/Analytical-Scientist-c5c5cf411c4d36d3?r=1&fccid=c730507c785eeb85,,,0,1-6 days ago,1,5
3656,San Diego Pharmaceutical,,"Denver, CO",,"BS degree in a scientific discipline (chemistry preferred) MS, PhD a plus, with 3-10 years of minimum relevant experience....",Analytical Chemist - Method Dev Scientist (SAN DIEGO),http://www.indeed.com/cmp/San-Diego-Pharmaceutical/jobs/Analytical-Chemist-5e9fa70f3572f61c?r=1&fccid=7f286dc5e7843042,,,0,in the last day,1,5
3657,NextHealth Technologies,,"Denver, CO",,"Partner with Data Scientists and Engineering teams in creating the requirements analysis, the platform selection, design of the technical architecture, design...",Data Architect,http://www.indeed.com/cmp/NextHealth/jobs/Data-Architect-a5ba3f4deda41998?r=1&fccid=1e1dfc3cc927b675,,,0,25-30 days ago,1,5
3658,Community College of Aurora,24.0,"Denver, CO",4.34999975,"Works with large complex data sets, including exporting/importing data from various sources, cleaning data files, and maintaining historical data records....",Research Analyst,http://www.indeed.com/rc/clk?jk=e8506cce8f22f891&fccid=fa00778dd8f6bfe3,yearly,40000.0,0,7-12 days ago,0,5
3659,Great-West,118.0,"Denver, CO",3.6,"Analysis of relevant financial/performance data and effectively writing. Ability to manage a credit portfolio, performing the collection and....",Research Analyst - Securitized Investments,http://www.indeed.com/rc/clk?jk=c3d6cf5593272b90&fccid=5f35ecf0a6eeda3f,,,0,1-6 days ago,1,5
3660,xentity corporation,,"Denver, CO",,"But you want to do it on actual interesting problems and be mentored by true data scientists, computer scientists, geospatial architects, agile project managers...",Data Science Analyst (Intern),http://www.indeed.com/rc/clk?jk=0eddc7e9bb6b84cf&fccid=d7dee2b3330da2cc,,,0,19-24 days ago,0,5
3661,LENDERLIVE NETWORK LLC,,"Denver, CO",,"Ensure adherence to companyhedge and pricing policies. 1 to 3 years quantitativeanalysis, hedging and trading experience....",Quantitative Trading Analyst,http://www.indeed.com/rc/clk?jk=e6d04e1db555edaf&fccid=83770f4cbb2728f7,,,0,more than 30 days ago,0,5
3662,"Truven Health Analytics, an IBM Company",,"Denver, CO",,"Truven Health Analytics, an IBM Company is dedicated to working collaboratively with government agencies and foundations to create and implement strategies to...",Research Analyst II - Child and Maternal Health,http://www.indeed.com/rc/clk?jk=c7289b30946a3c90&fccid=24717fa04ddaea5d,,,0,13-18 days ago,1,5
3698,Arrow Electronics,284.0,"Denver, CO",3.5,3 years experience developing and implementing decision support systems in a business intelligence analyst or data scientist role....,Big Data Analyst 1,http://www.indeed.com/rc/clk?jk=d02abc6204417bce&fccid=38ee0d4d719341c1,,,0,more than 30 days ago,0,8
3699,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"Ability to translate high level requirements into detailed database and/or data system designs, and ability to implement complex data projects with a focus on...",Senior Data Architect,http://www.indeed.com/rc/clk?jk=f8e464f0623d5810&fccid=b4ae64835618776c,,,0,1-6 days ago,0,8
3700,Colorado Department of Human Services,,"Denver, CO",,"The Molecular Science work unit exists to provide accurate scientific data that lead to the detection, identification, and typing of microorganisms by current...",Molecular Science Laboratory Scientist - 5209,http://www.indeed.com/rc/clk?jk=898495da8f92b906&fccid=36bbabf296fb38fa,monthly,65934.0,0,1-6 days ago,1,8
3701,Denver Public Schools,164.0,"Denver, CO",3.65,"Previous project management experience preferred. Fulfill internal data requests, and coordinates external requests to conduct research within Denver Public...",RESEARCH ANALYST – 16996,http://www.indeed.com/cmp/Denver-Public-Schools/jobs/Research-Analyst-2b25be4f7ab45dc5?r=1&fccid=edd6757e2758ac76,yearly,63339.0,0,more than 30 days ago,1,8
3702,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"The National Renewable Energy Laboratory (NREL), located at the foothills of the Rocky Mountains in Golden, Colorado, is the nation's primary laboratory for...",Scientific Visualization Researcher,http://www.indeed.com/rc/clk?jk=fbdf862a6e5c6395&fccid=b4ae64835618776c,,,0,more than 30 days ago,0,8
3703,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"A PhD graduate in chemical/mechanical/aerospace engineering, applied mechanics, applied mathematics, or equivalent.Demonstrates understanding and wide...",Post-doctoral researcher (Multiphase reacting flow CFD),http://www.indeed.com/rc/clk?jk=93bb1014db3213f9&fccid=b4ae64835618776c,,,0,more than 30 days ago,0,8
3704,UCAR,10.0,"Denver, CO",3.7,"In addition to the requirements at the Project Scientist I level, the Project Scientist II requirements are:....",Land Ice Modeling Project Scientist I/II,http://www.indeed.com/rc/clk?jk=5db778986fe8fa88&fccid=3e0354efeed7ce44,,,0,25-30 days ago,0,8
3705,GSI Service Group Inc,,"Denver, CO",,"Collects, evaluates and analyzes project-specific data. Provides advanced technical guidance and audits on all project types....",MMRP Sr. Environmental Scientist,http://www.indeed.com/cmp/GSI-Service-Group-Inc/jobs/Mmrp-Senior-Environmental-Scientist-4004c28b14a54218?r=1&fccid=ea2e08b73e88e3b9,,,0,7-12 days ago,0,8
3706,xentity corporation,,"Denver, CO",,"Bachelor's Degree with a Masters in Business Administration, Information Technology, or specific relevant subject area....",Government Enterprise Architect,http://www.indeed.com/rc/clk?jk=c22e980fb092f5fd&fccid=d7dee2b3330da2cc,yearly,111000.0,0,1-6 days ago,1,8
3707,Ball Aerospace,35.0,"Denver, CO",3.6,"Working knowledge of data analysis, advanced analytics, data visualization, big data and machine learning concepts....",Enterprise Solutions Architect II - Data Sciences (659887),http://www.indeed.com/rc/clk?jk=2a0a559dcc76b3f3&fccid=82c5e27e77990fa2,,,0,13-18 days ago,0,8
3713,UCAR,10.0,"Denver, CO",3.7,Ocean Modeling Project Scientist I/II. Ability to work on a team of NCAR and non-NCAR scientists and software engineers....,Ocean Modeling Project Scientist I/II,http://www.indeed.com/rc/clk?jk=6781a0b169cf7e24&fccid=3e0354efeed7ce44,,,0,25-30 days ago,0,9
3714,Leidos,195.0,"Denver, CO",3.65,"Leidos is a global science and technology solutions leader working to solve the world's toughest challenges in the defense, intelligence, homeland security,...",Sr. Air Force Operations Research Analyst,http://www.indeed.com/rc/clk?jk=ed49e15a67bc3f7d&fccid=8765a4045377753a,,,0,more than 30 days ago,0,9
3715,Galvanize,2.0,"Denver, CO",5.0,"Lead Instructor, Principal Data Scientist. Join us in building the world's hub for education in data science and data engineering....","Lead Instructor, Principal Data Scientist",http://www.indeed.com/rc/clk?jk=c12d16302c838b45&fccid=5609ae8cba643791,,,0,more than 30 days ago,1,9
3716,Leidos,195.0,"Denver, CO",3.65,"Leidos is a global science and technology solutions leader working to solve the world's toughest challenges in the defense, intelligence, homeland security,...",Advanced Operations Research Analyst,http://www.indeed.com/rc/clk?jk=2448aed4c1579117&fccid=8765a4045377753a,,,0,more than 30 days ago,0,9
3717,ViaSat,62.0,"Denver, CO",3.65,"Once you submit your resume, we’ll send you an automated response to let you know it has been received, and someone from the recruiting group will follow up...",Intern - Marketing Research Analyst,http://www.indeed.com/rc/clk?jk=14ff7df1708da7b0&fccid=8b219f1987ef65ea,,,0,more than 30 days ago,1,9
3718,MWH,57.0,"Denver, CO",3.7,"Work in conjunction with engineers, geologists, and scientists to solve project challenges, performing design calculations as required....",Civil/Geological Engineer,http://www.indeed.com/rc/clk?jk=21aa01e46eb911ff&fccid=4a5a93e03fc28d42,,,0,13-18 days ago,1,9
3719,University of Colorado,397.0,"Denver, CO",4.34999975,Confidential clinical data environment to integrate the clinical data with the. The HIMSR also supports the integration of data from these immune monitoring...,Asst Professor-Research,http://www.indeed.com/rc/clk?jk=749d8ee7a1cdbc2b&fccid=e370394a608927d2,,,0,1-6 days ago,0,9
3720,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"In relevant materials science, chemistry, electrochemistry, mechanical, chemical engineering or related discipline with 3.0 GPA or higher.Documented experience...",Multi-Physics Battery Modeler Engineer,http://www.indeed.com/rc/clk?jk=61a7b679ed9e47c2&fccid=b4ae64835618776c,,,0,7-12 days ago,0,9
3721,KPMG,1810.0,"Denver, CO",4.25,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. Eight years of professional experience working as a Data...",Manager - Data Scientist,http://www.indeed.com/rc/clk?jk=23e638d454862b6b&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,9
3722,Hitachi Data Systems,795.0,"Denver, CO",4.25,"Requires the ability to interact with many different types of individuals, including executives, data scientists, engineers, analysts, system administrators,...",Master Overlay Sales Support Representative,http://www.indeed.com/rc/clk?jk=7be884f8d27c1d33&fccid=28f79c18789111e8,,,0,13-18 days ago,1,9
3742,University of Colorado,397.0,"Denver, CO",4.34999975,"PhD in relevant scientific area (public health, social. Commitment to public health and reduction of health. The successful candidate will have opportunities to...",Post-Doctoral Fellow In Implementation Research,http://www.indeed.com/rc/clk?jk=bc17dd55ed418ad5&fccid=e370394a608927d2,,,0,19-24 days ago,1,11
3743,Peaksware,,"Denver, CO",,Our Data Principles:. Experience working with a wide range of models and data mining techniques. Actionable - When data is relevant and useful it will get used....,Senior Data Engineer,http://www.indeed.com/rc/clk?jk=7a31b8a027d7a851&fccid=8d4cf73b10c0ff12,,,0,1-6 days ago,0,11
3744,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,Impacts of connected and automated vehicles on travel behavior (both personal and freight) and on overall transportation energy consumption.Working with large...,Postdoctoral Researcher-Transportation Data and Analysis,http://www.indeed.com/rc/clk?jk=d3c1ca2a29f63c36&fccid=b4ae64835618776c,,,0,13-18 days ago,0,11
3745,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Software Quality Engineer (659934),http://www.indeed.com/rc/clk?jk=e20ea3b5341f0423&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,11
3746,University of Denver,61.0,"Denver, CO",4.34999975,"Knowledge of data visualization and dashboard development. Knowledge of quantitative research methods as applied in the social sciences, including statistical...",Senior Research Analyst - Office of Institutional Research &...,http://www.indeed.com/rc/clk?jk=1edfb58e28c96b55&fccid=150bba75856101ac,,,0,more than 30 days ago,1,11
3747,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Mass Properties Engineer (659925),http://www.indeed.com/rc/clk?jk=0cd13dddafcbec98&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,11
3748,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Antenna (Low Observable) Engineer I (658443),http://www.indeed.com/rc/clk?jk=a31b9fcb22aaed9b&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,11
3749,Scaled Agile,,"Denver, CO",,"You will synthesize insights through the vast amount of data captured by Scaled Agile, Google Analytics, Quickbooks, YM, Salesforce other systems to develop...",Data Scientist,http://www.indeed.com/rc/clk?jk=c2af148c4e31470e&fccid=43b738b79a346b37,,,0,more than 30 days ago,0,11
3750,University of Colorado,397.0,"Denver, CO",4.34999975,Clear and concise statement of the project goals including specific research questions and how the project will advance understanding of major ecological...,NWT LTER Postdoctoral Synthesis Fellow,http://www.indeed.com/rc/clk?jk=5128e0e7dde2bf12&fccid=e370394a608927d2,,,0,more than 30 days ago,0,11
3751,KPMG,1810.0,"Denver, CO",4.25,"Lead the design and development of tools and solutions working with data scientists, data integration teams and visualization experts to deliver analysis that...","Manager, Tax Technology - Data Analytics",http://www.indeed.com/rc/clk?jk=19ad2e488523db0b&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,11
3788,Sharp Decisions,3.0,"Denver, CO",4.59999975,"Scientific Python, probability, statistics (Probability, A/B Testing, Bayesian methods, Regression methods, Time Series), SQL, machine learning (Decision Trees,...",Nationwide search: Teaching role as a Data Engineer or Scien...,http://www.indeed.com/rc/clk?jk=0b16e4e7829a64c3&fccid=1f8d6e50d2b6e495,,,0,in the last day,1,14
3789,SimulStat's Client,,"Denver, CO",,"Data visualization development experience using Spotfire, R, Tableau or other business intelligence tools. Must be comfortable with creating complex analysis...",Remote Contract- Sr. Statistical programmer- Hadoop/Spotfire,http://www.indeed.com/rc/clk?jk=3718082e1b1fffb0&fccid=3f6386d2d7d03046,,,0,1-6 days ago,1,14
3790,Access Data Consulting Corp,,"Denver, CO",,"Data mining, Big data, Scientist, Data Scientist, Education, Knowledge inference, Causal inference, Behavior detection, Time series, Learning algorithms,...",Data Scientist,http://www.indeed.com/rc/clk?jk=9304f5da108d39f6&fccid=7f43c22126c4a84c,,,0,19-24 days ago,0,14
3791,"Apex Companies, LLC",14.0,"Denver, CO",3.45,"You work hard to exceed client expectations for quality and cost-effectiveness, and you coordinate project activities to complete every project on time and...",Environmental Scientist,http://www.indeed.com/rc/clk?jk=ffd653d42df6a736&fccid=c1913baa98066b19,,,0,1-6 days ago,0,14
3792,University of Colorado,397.0,"Denver, CO",4.34999975,"Applicants must complete the Faculty/University Staff and EEO Data (application) form, and upload the following required documents:....",Electrical Assembler,http://www.indeed.com/rc/clk?jk=74e5e08e1e9cfea7&fccid=e370394a608927d2,,,0,25-30 days ago,0,14
3793,Ball Aerospace,35.0,"Denver, CO",3.6,"Provide financial solutions to enable the company to manage and project budgets, rates, financial forecasts, and financial reporting....",Analyst III-Financial Planning & Analysis (659810),http://www.indeed.com/rc/clk?jk=b64b9015df61b08b&fccid=82c5e27e77990fa2,,,0,25-30 days ago,0,14
3794,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Senior Engineer - Space Systems (659247),http://www.indeed.com/rc/clk?jk=2cce990b667b370f&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,14
3795,xentity corporation,,"Denver, CO",,"Familiarity with technical design methods such as applicable scientific paradigms, engineering protocols and practices , enterprise, segment, and solution...",Independent Consultant - Government Solution Architect,http://www.indeed.com/rc/clk?jk=a87ea5669f02d6be&fccid=d7dee2b3330da2cc,,,0,19-24 days ago,1,14
3796,WSP | Parsons Brinckerhoff,5.0,"Denver, CO",4.25,"Â€¢Design, deploy, manage and operate scalable, highly available, and fault tolerant systems on AWS. Approximately 34,000 employees, including engineers,...",Amazon Web Services (AWS) Solutions Architect,http://www.indeed.com/rc/clk?jk=5e6a1faad1953fe9&fccid=a0ecbc8328064f26,,,0,more than 30 days ago,1,14
3797,xentity corporation,,"Denver, CO",,"We are looking for GIS-specific data analysts , data wranglers, data scientists with excellent leadership, technical, and subject matter expertise qualities....",GIS Analyst,http://www.indeed.com/rc/clk?jk=95f39ff3e81c0144&fccid=d7dee2b3330da2cc,,,0,19-24 days ago,1,14
3803,Lauren Enterprises,,"Denver, CO",,"Looking for a Food Scientist:. Laboratory experience that includes product formulation for soaps, cleansers, health foods, or related fields....",Food Scientist: Chemistry & Formulations,http://www.indeed.com/company/Patsy's-Craft-Confections/jobs/Food-Scientist-5401a6c16cfd1fcc?r=1&fccid=307b7859f4cc470f,yearly,35000.0,0,more than 30 days ago,1,15
3804,National Ecological Observatory Network Inc,,"Denver, CO",,"Work with other NEON scientists to develop appropriate dataformats for effective, user-friendly data access. Develop,test, and evaluate QA/QC of protocols for...",Quantitative Animal Ecologist,http://www.indeed.com/rc/clk?jk=460a1e65fcb879f0&fccid=6e92948d54e1aec3,,,0,7-12 days ago,0,15
3805,University of Colorado,397.0,"Denver, CO",4.34999975,"Ability to work in a team environment maintaining real-time web products, and interacting effectively with model and data assimilation development scientists...",Professional Research Asst,http://www.indeed.com/rc/clk?jk=1ab391c973a120e1&fccid=e370394a608927d2,,,0,19-24 days ago,0,15
3806,xentity corporation,,"Denver, CO",,"Familiarity with technical design methods such as applicable scientific paradigms, engineering protocols and practices , enterprise, segment, and solution...",Business Intelligence Solution Architect,http://www.indeed.com/rc/clk?jk=0321c478cad8f42a&fccid=d7dee2b3330da2cc,,,0,19-24 days ago,1,15
3807,University of Colorado,397.0,"Denver, CO",4.34999975,"The collaborative research group is comprised of other biostatisticians, epidemiologists and clinical research scientists....",Research Instructor,http://www.indeed.com/rc/clk?jk=d8d7ab2feb299744&fccid=e370394a608927d2,,,0,more than 30 days ago,0,15
3808,Archer,36.0,"Denver, CO",4.3,"Excellent communication skills and ability to work with scientists, software engineers and collaborators. Experience with next-gen sequencing data analysis a...",Software Engineer (ADX0044),http://www.indeed.com/rc/clk?jk=75667a469fb91822&fccid=69086dc478582c45,,,0,more than 30 days ago,0,15
3809,Booz Allen Hamilton,958.0,"Denver, CO",3.7,Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information;...,"Image Scientist, Senior",http://www.indeed.com/rc/clk?jk=1638d7f6151cfd4b&fccid=4e041af1d0af1bc8,,,0,more than 30 days ago,0,15
3810,Southwest Research Institute,63.0,"Denver, CO",4.45,"Experience publishing scientific research papers that build on existing available data sets; Requires a PhD degree in Applied Physics, Astronomy, Astrophysics,...",RESEARCH SCIENTIST - HELIOPHYSICS,http://www.indeed.com/rc/clk?jk=9ca9df0a8fea4e05&fccid=0d9a7400c0a8fdec,,,0,more than 30 days ago,0,15
3811,ViaSat,62.0,"Denver, CO",3.65,"Work with business leaders, analysts, and data scientists to deliver analytics to a wide-range of stakeholders across the company....",Data Warehouse Architect,http://www.indeed.com/rc/clk?jk=f635018d1cd75355&fccid=8b219f1987ef65ea,,,0,more than 30 days ago,1,15
3812,National Ecological Observatory Network Inc,,"Denver, CO",,"A 30+ year project dedicated to understanding how changes in climate, land use and invasive species impact ecology, the observatorys scientists and engineers...",Warehouse Associate,http://www.indeed.com/rc/clk?jk=c0ef93055f468545&fccid=6e92948d54e1aec3,,,0,7-12 days ago,0,15
3818,"Flagship Biosciences, Inc.",,"Denver, CO",,"The project as a whole is intended to provide Flagship’s entire image analysis and data management infrastructure, enabling Flagship computer vision scientists...",Software Engineer,"http://www.indeed.com/cmp/Flagship-Biosciences,-Inc./jobs/Software-Engineer-4ffdcd0e32dcd5d1?r=1&fccid=879d8cfa5c690169",,,0,more than 30 days ago,0,16
3819,UCAR,10.0,"Denver, CO",3.7,"And interacts with users, scientists and data providers to build user centered products. Responsible for the development and support of complex, distributed and...",Software Engineer/Programmer II,http://www.indeed.com/rc/clk?jk=3f223bd394e75150&fccid=3e0354efeed7ce44,,,0,13-18 days ago,0,16
3820,Weaver Consultants Group,,"Denver, CO",,"Weaver Consultants Group prides itself on our people - A talented group of engineers, scientists, support staff and administrators who are as dedicated to...",Project Manager,http://www.indeed.com/rc/clk?jk=3419365b02732bd6&fccid=bd874338c7d0765f,,,0,1-6 days ago,0,16
3821,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Technical Intern - Cryogenics/Thermal Engineer (659317),http://www.indeed.com/rc/clk?jk=8ce5bce489ab4b94&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,16
3822,"SomaLogic, Inc.",,"Denver, CO",,"We are a dedicated team of scientists, bioinformaticians, statisticians, and software developers working to build tools that change the way proteomic research...",Research Scientist/Scientist I/Scientist II 2016-088,http://www.indeed.com/rc/clk?jk=b48c330192ab070e&fccid=4c19e52774ff8a25,,,0,more than 30 days ago,0,16
3823,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Program Security Officer I (659696),http://www.indeed.com/rc/clk?jk=6bea4647bbf62af7&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,16
3824,University of Colorado,397.0,"Denver, CO",4.34999975,Integration of clinical decision support tools in the electronic health record). The successful applicant will be jointly appointed in the Colorado Center for...,Assistant Professor,http://www.indeed.com/rc/clk?jk=974ad9f26d4b3ae0&fccid=e370394a608927d2,,,0,more than 30 days ago,0,16
3825,xentity corporation,,"Denver, CO",,"Bachelor's Degree with a Masters in Business Administration, Information Technology, or specific relevant subject area....",Geospatial Architect,http://www.indeed.com/rc/clk?jk=0dac802e228b0891&fccid=d7dee2b3330da2cc,,,0,19-24 days ago,0,16
3826,"WhiteWave Foods, Inc.",,"Denver, CO",,"Ability to understand and perform data analysis/ Excellent record keeping/documentation. Proximate analysis, allergen detection methods), solution preparation,...",Associate Scientist - Food Quality,http://www.indeed.com/rc/clk?jk=6f4f3326d53149ff&fccid=9b1c65f108507d68,,,0,more than 30 days ago,0,16
3827,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Engineer I - Mechanical (659938),http://www.indeed.com/rc/clk?jk=c095df67c90ea32d&fccid=82c5e27e77990fa2,,,0,in the last day,0,16
3862,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,The Visualization and Analysis group in NREL’s Computational Science Center has an immediate opening for a Postdoctoral Computational Scientist to pursue a...,Postdoctoral Researcher - Scientific Visualization,http://www.indeed.com/rc/clk?jk=c67a9c6babeb6029&fccid=b4ae64835618776c,,,0,more than 30 days ago,0,19
3863,Leidos,195.0,"Denver, CO",3.65,"In accordance with overall technical direction, guidance, and protocols provided by grantees, subcontractors, and the National Science Foundation, the Research...",Research Scientist (Antarctica) (Alternate position 2),http://www.indeed.com/rc/clk?jk=539b36b0443ae1c9&fccid=8765a4045377753a,,,0,more than 30 days ago,0,19
3864,Visa,301.0,"Denver, CO",4.25,Leverage deep technical expertise in data mining and predictive analytics in order to build sound models and produce business intelligence solutions....,Lead Systems Administrator,http://www.indeed.com/rc/clk?jk=d8fcd64c94ebaae7&fccid=a3f737e511d9fc8c,,,0,1-6 days ago,0,19
3865,HDR,126.0,"Denver, CO",4.25,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Environmental Scientist 1,http://www.indeed.com/rc/clk?jk=491cc81eb28d887a&fccid=c3725c584175877c,,,0,13-18 days ago,0,19
